id,listing,rental_condition,details,agency,address,latitude,longitude,transaction_type,deposit,monthly_rent,housing_type,area_info,floor_info,direction
454,일반원룸,월세500/46,"원룸13/13m², 2/2층, 북서향",월드공인중개사사무소,서울시 광진구 구의동 206-44,37.5417574364743,127.093245025204,월세,500,46,원룸,13/13m,2/2층,북서향
455,집주인빌라,"월세1,000/100","빌라25/17m², 9/9층, 남향",미스터홈즈부동산공인중개사사무소구의자양센터,서울시 광진구 구의동 246-1,37.5379679066242,127.086394239893,월세,1000,100,빌라,25/17m,9/9층,남향
456,집주인일반원룸,"월세1억 1,500/15","원룸36/17m², 중/5층, 남향",한국공인중개사사무소,서울시 광진구 구의동 72-1,37.5487592618676,127.091190441896,월세,11500,15,원룸,36/17m,중/5층,남향
457,집주인단독,"월세1,000/35","단독/다가구19/12m², 1/2층, 남동향",삼성공인중개사사무소,서울시 광진구 구의동 66-69,37.5453455889364,127.088304940116,월세,1000,35,단독/다가구,19/12m,1/2층,남동향
458,집주인빌라,"월세5,000/120","빌라35/29m², 4/5층, 서향",열린공인중개사사무소,서울시 광진구 구의동 249-4,37.5417620761955,127.086435958102,월세,5000,120,빌라,35/29m,4/5층,서향
459,집주인빌라,전세3억 975,"빌라32/23m², 중/6층, 남서향",퍼스트부동산공인중개사사무소,서울시 광진구 구의동 669,37.5510752913744,127.092101539579,전세,30975,0,빌라,32/23m,중/6층,남서향
460,집주인다가구,"월세1억 2,000/25","단독/다가구50/40m², 2/4층, 남동향",OK부동산(02-444-4985)공인중개사무소,서울시 광진구 구의동 69-2,37.5470500144855,127.088176136981,월세,12000,25,단독/다가구,50/40m,2/4층,남동향
461,일반원룸,"월세1,000/35","원룸23/21m², B1/3층, 동향",뉴엘리트부동산공인중개사사무소,서울시 광진구 구의동 250-28,37.5420050544791,127.085225614618,월세,1000,35,원룸,23/21m,B1/3층,동향
462,일반원룸,월세500/40,"원룸16/13m², 저/4층, 남향",고려공인중개사사무소,서울시 광진구 구의동 241-88,37.5403184242219,127.087144763254,월세,500,40,원룸,16/13m,저/4층,남향
463,집주인다가구,"월세5,000/110","단독/다가구46/42m², 고/3층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동 241-7,37.5400956539163,127.088414953498,월세,5000,110,단독/다가구,46/42m,고/3층,동향
464,집주인더집 1동,"전세3억 2,000","다세대45/29m², 7/9층, 서향",롯데공인중개사사무소,"서울시 광진구 구의동 251-169
서울시 광진구 자양로 154-30",37.5411828831415,127.084360199308,전세,32000,0,다세대,45/29m,7/9층,서향
465,집주인다가구,"월세3,000/130","단독/다가구46/40m², 3/5층, 동향",열린공인중개사사무소,서울시 광진구 구의동 227-30,37.5431744792709,127.090763721832,월세,3000,130,단독/다가구,46/40m,3/5층,동향
466,빌라,"월세1,000/85","빌라29/23m², 4/5층, 동향",고려공인중개사,서울시 광진구 구의동 227-30,37.5431744792709,127.090763721832,월세,1000,85,빌라,29/23m,4/5층,동향
467,단독,"월세3,000/70","단독/다가구49/49m², 2/2층, 남향",황금부동산공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,3000,70,단독/다가구,49/49m,2/2층,남향
468,단독,"전세1억 2,000","단독/다가구-/30m², B1/2층, 남동향",다람부동산공인중개사사무소,서울시 광진구 구의동 207-28,37.5419485770583,127.092738338199,전세,12000,0,단독/다가구,-/30m,B1/2층,남동향
469,빌라,전세2억,"빌라45/36m², 1/7층, 북동향",주식회사 부동산중개법인수호,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,전세,20000,0,빌라,45/36m,1/7층,북동향
470,단독,"월세1억 1,000/20","단독/다가구39/26m², 1/3층, 남동향",이화공인중개사사무소,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,월세,11000,20,단독/다가구,39/26m,1/3층,남동향
471,단독,"월세1,000/65","단독/다가구33/29m², B1/2층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1000,65,단독/다가구,33/29m,B1/2층,동향
472,다가구,"월세3,000/138","단독/다가구41/29m², 고/6층, 남동향",VIP부동산공인중개사사무소,서울시 광진구 구의동 57-46,37.5507084871927,127.091996070029,월세,3000,138,단독/다가구,41/29m,고/6층,남동향
473,집주인다가구,"월세7,000/45","단독/다가구29/26m², 2/5층, 남서향",해오름공인중개사,서울시 광진구 구의동 237-26,37.5430232883621,127.085454893248,월세,7000,45,단독/다가구,29/26m,2/5층,남서향
474,집주인다가구,"월세6,000/55","단독/다가구-/23m², 2/5층, 남향",으뜸공인중개사사무소,서울시 광진구 구의동 237-26,37.5430232883621,127.085454893248,월세,6000,55,단독/다가구,-/23m,2/5층,남향
475,집주인다가구,"전세5,000","단독/다가구-/19m², B1/4층, 동향",으뜸공인중개사사무소,서울시 광진구 구의동 207-30,37.5416840492164,127.092731221399,전세,5000,0,단독/다가구,-/19m,B1/4층,동향
476,집주인다가구,"월세6,000/50","단독/다가구26/26m², 4/7층, 남서향",선우공인중개사사무소,서울시 광진구 구의동 252-12,37.5391366708002,127.084039946207,월세,6000,50,단독/다가구,26/26m,4/7층,남서향
477,다가구,"전세9,000","단독/다가구297/20m², 4/5층, 남향",YES 공인중개사사무소,서울시 광진구 구의동 237-11,37.5433628323059,127.086010080043,전세,9000,0,단독/다가구,297/20m,4/5층,남향
478,다가구,"월세3,000/70","단독/다가구44/44m², 2/3층, 남서향",미래공인중개사사무소,서울시 광진구 구의동 47-15,37.5514085344362,127.092378417149,월세,3000,70,단독/다가구,44/44m,2/3층,남서향
479,다가구,"월세2,000/70","단독/다가구-/35m², 2/3층, 남향",평강부동산중개사무소,서울시 광진구 구의동 591-10,37.5353602962036,127.090164888819,월세,2000,70,단독/다가구,-/35m,2/3층,남향
480,빌라,"월세1억 1,000/15","빌라26/26m², 저/4층, 동향",고려공인중개사,서울시 광진구 구의동 591-10,37.5353602962036,127.090164888819,월세,11000,15,빌라,26/26m,저/4층,동향
481,빌라,전세2억,"빌라45/36m², 1/7층, 북동향",주식회사 부동산중개법인수호,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,전세,20000,0,빌라,45/36m,1/7층,북동향
482,다가구,"월세2,000/60","단독/다가구42/36m², 3/4층, 남향",삼성공인중개사사무소,서울시 광진구 구의동 220-58,37.5398957730727,127.090488640413,월세,2000,60,단독/다가구,42/36m,3/4층,남향
483,단독,"월세1억 4,000/20","단독/다가구55/47m², 2/3층, 남서향",그랜드공인중개사사무소,서울시 광진구 구의동 78-49,37.5496409473501,127.089464851441,월세,14000,20,단독/다가구,55/47m,2/3층,남서향
484,다가구,"월세1,000/60","단독/다가구26/26m², 1/4층, 남향",해오름공인중개사,서울시 광진구 구의동 78-49,37.5496409473501,127.089464851441,월세,1000,60,단독/다가구,26/26m,1/4층,남향
485,상가주택,"월세1,000/30","상가주택71/16m², 고/6층, 남서향",중앙공인중개사사무소,서울시 광진구 구의동 56-1,37.551219156929,127.091900845314,월세,1000,30,상가주택,71/16m,고/6층,남서향
488,일반원룸,월세500/30,"원룸27/27m², 저/3층, 남동향",영우공인중개사사무소,서울시 광진구 구의동 68-12,37.5455050235625,127.08641334784,월세,500,30,원룸,27/27m,저/3층,남동향
489,빌라,"월세5,000/130","빌라104/29m², 5/6층, 남동향",정석공인중개사사무소,서울시 광진구 구의동 57-46,37.5507084871927,127.091996070029,월세,5000,130,빌라,104/29m,5/6층,남동향
490,일반원룸,"월세1,000/55","원룸108/33m², 3/4층, 남향",삼성공인중개사사무소,서울시 광진구 구의동 587-15,37.5381109236377,127.091616596929,월세,1000,55,원룸,108/33m,3/4층,남향
491,일반원룸,"전세8,500","원룸19/19m², 3/4층, 남서향",영신공인중개사사무소,서울시 광진구 구의동 246-60,37.537473685922,127.085184476729,전세,8500,0,원룸,19/19m,3/4층,남서향
493,일반원룸,"월세1,000/55","원룸-/19m², 2/2층, 북향",하루공인중개사사무소,서울시 광진구 구의동 217-10,37.538443601184,127.093420463816,월세,1000,55,원룸,-/19m,2/2층,북향
494,일반원룸,"월세1,000/55","원룸21/21m², 6/6층, 서향",영신공인중개사사무소,서울시 광진구 구의동 246-65,37.5377195720048,127.085678301595,월세,1000,55,원룸,21/21m,6/6층,서향
495,일반원룸,"월세1,000/65","원룸21/21m², 1/4층, 남동향",영우공인중개사사무소,서울시 광진구 구의동 206-44,37.5417574364743,127.093245025204,월세,1000,65,원룸,21/21m,1/4층,남동향
496,다가구,"월세1억 5,000/40","단독/다가구47/45m², 3/5층, 남향",247행복공인중개사사무소,서울시 광진구 구의동 206-44,37.5417574364743,127.093245025204,월세,15000,40,단독/다가구,47/45m,3/5층,남향
498,빌라,"전세1억 5,000","빌라23/17m², 2/5층, 동향",백억공인중개사사무소,서울시 광진구 구의동 72-1,37.5487592618676,127.091190441896,전세,15000,0,빌라,23/17m,2/5층,동향
499,다가구,"월세7,000/45","단독/다가구29/26m², 2/5층, 남서향",황금부동산공인중개사사무소,서울시 광진구 구의동 237-26,37.5430232883621,127.085454893248,월세,7000,45,단독/다가구,29/26m,2/5층,남서향
500,다가구,"월세1,000/80","단독/다가구42/40m², 2/3층, 동향",강변수부동산공인중개사사무소,서울시 광진구 구의동 591-11,37.5354102670152,127.090328214382,월세,1000,80,단독/다가구,42/40m,2/3층,동향
501,빌라,"월세5,000/135","빌라41/29m², 3/5층, 동향",금방부동산공인중개사사무소,서울시 광진구 구의동 591-11,37.5354102670152,127.090328214382,월세,5000,135,빌라,41/29m,3/5층,동향
502,단독,"월세1,000/35","단독/다가구23/23m², B1/3층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1000,35,단독/다가구,23/23m,B1/3층,동향
504,다세대(239-45) 1동,"월세1억 7,000/3","다세대33/26m², 3/5층, 동향",구의역크레신공인중개사사무소,"서울시 광진구 구의동 239-45
서울시 광진구 자양로28길 73",37.5417287442985,127.088376712764,월세,17000,3,다세대,33/26m,3/5층,동향
508,집주인일반원룸,"월세2,000/62","원룸31/22m², 2/5층, 남동향",소망공인중개사사무소,서울시 광진구 구의동 211-29,37.5412782377028,127.09330485154,월세,2000,62,원룸,31/22m,2/5층,남동향
509,집주인일반원룸,월세500/39,"원룸19/16m², 1/3층, 북향",골드부동산공인중개사사무소,서울시 광진구 구의동 242-48,37.5388728918959,127.087952656804,월세,500,39,원룸,19/16m,1/3층,북향
511,집주인빌라,"월세5,000/70","빌라41/36m², 3/4층, 서향",은혜공인중개사사무소,서울시 광진구 구의동 248-89,37.5405568541416,127.085507748458,월세,5000,70,빌라,41/36m,3/4층,서향
512,집주인빌라,월세2억 800/25,"빌라32/24m², 고/5층, 남서향",주식회사부동산중개법인수호,서울시 광진구 구의동 35-34,37.5514532827653,127.095809591133,월세,20800,25,빌라,32/24m,고/5층,남서향
513,집주인일반원룸,"월세5,000/35","원룸19/19m², 중/7층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동 252-46,37.5392251850427,127.084115855249,월세,5000,35,원룸,19/19m,중/7층,동향
514,집주인빌라,월세2억 800/25,"빌라32/24m², 고/6층, 남서향",주식회사부동산중개법인수호,서울시 광진구 구의동 252-46,37.5392251850427,127.084115855249,월세,20800,25,빌라,32/24m,고/6층,남서향
515,다가구,"월세3,000/70","단독/다가구44/44m², 2/3층, 북동향",행운공인중개사사무소,서울시 광진구 구의동 47-15,37.5514085344362,127.092378417149,월세,3000,70,단독/다가구,44/44m,2/3층,북동향
516,다가구,"전세1억 5,000","단독/다가구29/29m², 3/5층, 서향",제일공인중개사사무소,서울시 광진구 구의동 47-15,37.5514085344362,127.092378417149,전세,15000,0,단독/다가구,29/29m,3/5층,서향
517,빌라,"월세1억 8,700/40","빌라37/27m², 4/4층, 남서향",그랜드공인중개사사무소,서울시 광진구 구의동 77-15,37.5499122327147,127.088755405103,월세,18700,40,빌라,37/27m,4/4층,남서향
518,단독,"전세1억 1,000","단독/다가구36/34m², 저/2층, 남동향",중앙공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,전세,11000,0,단독/다가구,36/34m,저/2층,남동향
519,일반원룸,"월세5,000/45","원룸25/24m², 6/81층, 서향",하림공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,5000,45,원룸,25/24m,6/81층,서향
520,단독,"전세1억 5,000","단독/다가구38/36m², 중/2층, 남동향",중앙공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,전세,15000,0,단독/다가구,38/36m,중/2층,남동향
521,빌라,"전세1억 8,000","빌라-/34m², 5/6층, 남향",조은공인중개사,서울시 광진구 구의동 245-5,37.5382062403974,127.091512052332,전세,18000,0,빌라,-/34m,5/6층,남향
522,집주인다가구,"월세5,000/80","단독/다가구33/33m², 3/5층, 남동향",The두꺼비공인중개사사무소,서울시 광진구 구의동 210-64,37.539748865814,127.091597894611,월세,5000,80,단독/다가구,33/33m,3/5층,남동향
523,다가구,월세1억/50,"단독/다가구49/49m², 1/2층, 동향",해오름공인중개사,서울시 광진구 구의동 210-64,37.539748865814,127.091597894611,월세,10000,50,단독/다가구,49/49m,1/2층,동향
525,다가구,"월세1,000/55","단독/다가구-/15m², 2/2층, 동향",스위트공인중개사사무소,서울시 광진구 구의동 222-25,37.5412188008503,127.089305200394,월세,1000,55,단독/다가구,-/15m,2/2층,동향
526,빌라,"월세5,000/65","빌라35/35m², 3/5층, 남동향",경성공인중개사사무소,서울시 광진구 구의동 223-23,37.5412518018711,127.090809028006,월세,5000,65,빌라,35/35m,3/5층,남동향
527,다가구,"월세4,500/90","단독/다가구43/42m², 1/3층, 남서향",웰츠공인중개사사무소,서울시 광진구 구의동 252-61,37.5390025675862,127.084340996921,월세,4500,90,단독/다가구,43/42m,1/3층,남서향
528,일반원룸,"월세5,000/40","원룸28/22m², 저/5층, 남서향",그랜드공인중개사사무소,서울시 광진구 구의동 78-48,37.549469594216,127.089561628426,월세,5000,40,원룸,28/22m,저/5층,남서향
529,일반원룸,"월세1,000/45","원룸30/25m², 저/3층, 동향",하림공인중개사사무소,서울시 광진구 구의동 248-47,37.5401636908405,127.085586617778,월세,1000,45,원룸,30/25m,저/3층,동향
530,다가구,"월세2,000/65","단독/다가구43/43m², 1/2층, 남향",한솔공인중개사사무소,서울시 광진구 구의동 24-3,37.5529936154042,127.094821442066,월세,2000,65,단독/다가구,43/43m,1/2층,남향
531,다가구,"월세5,000/125","단독/다가구38/36m², 중/4층, 동향",e편한공인중개사사무소,서울시 광진구 구의동 242-30,37.5394821571567,127.08745506341,월세,5000,125,단독/다가구,38/36m,중/4층,동향
532,일반원룸,월세1억/15,"원룸22/19m², 5/6층, 남서향",하나공인중개사사무소,서울시 광진구 구의동 221-10,37.539200040216,127.088681832251,월세,10000,15,원룸,22/19m,5/6층,남서향
533,다가구,"월세5,000/125","단독/다가구39/36m², 중/4층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동 242-30,37.5394821571567,127.08745506341,월세,5000,125,단독/다가구,39/36m,중/4층,동향
534,집주인단독,"월세1,000/60","단독/다가구26/26m², 3/3층, 남서향",골드부동산공인중개사사무소,서울시 광진구 구의동 222-25,37.5412188008503,127.089305200394,월세,1000,60,단독/다가구,26/26m,3/3층,남서향
535,집주인일반원룸,"월세5,000/80","원룸46/29m², 3/5층, 남서향",늘온공인중개사사무소,서울시 광진구 구의동 52-7,37.5519195203568,127.090712762399,월세,5000,80,원룸,46/29m,3/5층,남서향
536,집주인다가구,"월세2,000/85","단독/다가구46/42m², 1/3층, 남향",골드부동산공인중개사사무소,서울시 광진구 구의동 242-132,37.5385695981089,127.08675791227,월세,2000,85,단독/다가구,46/42m,1/3층,남향
537,집주인단독,"월세1,000/50","단독/다가구42/39m², B1/3층, 북동향",골드부동산공인중개사사무소,서울시 광진구 구의동 242-132,37.5385695981089,127.08675791227,월세,1000,50,단독/다가구,42/39m,B1/3층,북동향
538,집주인도시형생활주택,"월세5,000/25","원룸16/15m², 2/5층, 북동향",탑공인중개사사무소,서울시 광진구 구의동 241-16,37.5399940960594,127.08685709803,월세,5000,25,원룸,16/15m,2/5층,북동향
539,빌라,"월세1,000/240","빌라59/36m², 16/19층, 남서향",모던공인중개사사무소,서울시 광진구 구의동 246-38,37.5375155407672,127.086111531321,월세,1000,240,빌라,59/36m,16/19층,남서향
540,빌라,전세2억,"빌라45/36m², 1/7층, 북동향",주식회사 부동산중개법인수호,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,전세,20000,0,빌라,45/36m,1/7층,북동향
541,다가구,"월세2,000/65","단독/다가구22/22m², 중/5층, 북동향",알파부동산공인중개사사무소,서울시 광진구 구의동 222-16,37.5409316945027,127.089606293227,월세,2000,65,단독/다가구,22/22m,중/5층,북동향
542,단독,월세500/45,"단독/다가구16/16m², B1/2층, 북서향",월드공인중개사사무소,서울시 광진구 구의동 591-12,37.5356334366747,127.090220997356,월세,500,45,단독/다가구,16/16m,B1/2층,북서향
543,다가구,"월세2,000/72","단독/다가구22/21m², 3/6층, 북동향",공명부동산공인중개사사무소,서울시 광진구 구의동 591-12,37.5356334366747,127.090220997356,월세,2000,72,단독/다가구,22/21m,3/6층,북동향
544,단독,"월세1,000/50","단독/다가구36/36m², B1/2층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1000,50,단독/다가구,36/36m,B1/2층,동향
545,집주인일반원룸,"월세1,000/52","원룸34/30m², 2/3층, 남향",대광공인중개사사무소,서울시 광진구 구의동 220-3,37.5399922947859,127.089866432285,월세,1000,52,원룸,34/30m,2/3층,남향
546,집주인빌라,"월세1,000/90","빌라40/29m², 4/9층, 남서향",공명부동산공인중개사사무소,서울시 광진구 구의동 220-3,37.5399922947859,127.089866432285,월세,1000,90,빌라,40/29m,4/9층,남서향
547,집주인다가구,"전세2억 5,000","단독/다가구40/40m², 3/5층, 서향",고려공인중개사사무소,서울시 광진구 구의동 250-37,37.5419617254768,127.085337813013,전세,25000,0,단독/다가구,40/40m,3/5층,서향
548,집주인다가구,"월세2,000/65","단독/다가구65/38m², 저/3층, 동향",중앙공인중개사사무소,서울시 광진구 구의동 25-1,37.5537183732658,127.09460258281,월세,2000,65,단독/다가구,65/38m,저/3층,동향
550,집주인다가구,"전세2억 3,000","단독/다가구-/42m², 4/5층, 남동향",으뜸공인중개사사무소,서울시 광진구 구의동 232-74,37.5440049543957,127.087387247636,전세,23000,0,단독/다가구,-/42m,4/5층,남동향
551,집주인다가구,"월세1억 5,000/40","단독/다가구95/48m², 3/5층, 남향",건대빌리브부동산공인중개사사무소,서울시 광진구 구의동 72-37,37.5483905288376,127.090545757714,월세,15000,40,단독/다가구,95/48m,3/5층,남향
553,다가구,"월세1억 9,000/40","단독/다가구42/40m², 2/3층, 남서향",LG부동산공인중개사사무소,서울시 광진구 구의동 252-61,37.5390025675862,127.084340996921,월세,19000,40,단독/다가구,42/40m,2/3층,남서향
554,다가구,월세500/35,"단독/다가구-/19m², B1/3층, 서향",하버드공인중개사사무소,서울시 광진구 구의동 231-52,37.5437711001805,127.089135003482,월세,500,35,단독/다가구,-/19m,B1/3층,서향
555,다가구,"월세4,500/90","단독/다가구-/39m², 1/3층, 남서향",하버드공인중개사사무소,서울시 광진구 구의동 252-61,37.5390025675862,127.084340996921,월세,4500,90,단독/다가구,-/39m,1/3층,남서향
556,일반원룸,"월세1억 2,000/50","원룸17/17m², 2/5층, 남동향",이화공인중개사사무소,서울시 광진구 구의동 252-61,37.5390025675862,127.084340996921,월세,12000,50,원룸,17/17m,2/5층,남동향
557,다가구,"월세1억 9,000/40","단독/다가구-/39m², 2/3층, 남서향",하버드공인중개사사무소,서울시 광진구 구의동 252-61,37.5390025675862,127.084340996921,월세,19000,40,단독/다가구,-/39m,2/3층,남서향
558,집주인일반원룸,"월세3,000/50","원룸31/21m², 5/8층, 서향",OK부동산(02-444-4985)공인중개사무소,서울시 광진구 구의동 236-48,37.5433330450144,127.08483968354,월세,3000,50,원룸,31/21m,5/8층,서향
559,집주인단독,"월세3,000/50","단독/다가구36/36m², 2/3층, 동향",스위트공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,3000,50,단독/다가구,36/36m,2/3층,동향
560,단독,"월세1,000/65","단독/다가구33/23m², 2/4층, 북동향",이화공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1000,65,단독/다가구,33/23m,2/4층,북동향
561,단독,"월세7,000/85","단독/다가구50/50m², 저/3층, 남서향",SK공인중개사사무소,서울시 광진구 구의동 219-27,37.5396133475215,127.092647528823,월세,7000,85,단독/다가구,50/50m,저/3층,남서향
562,빌라,"전세2억 1,100","빌라38/27m², 2/5층, 동향",e편한공인중개사사무소,서울시 광진구 구의동 646-2,37.5430813247424,127.083294384952,전세,21100,0,빌라,38/27m,2/5층,동향
563,단독,"월세1,000/50","단독/다가구24/23m², 4/5층, 동향",e편한공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1000,50,단독/다가구,24/23m,4/5층,동향
564,빌라,전세2억,"빌라45/36m², 1/7층, 북동향",주식회사 부동산중개법인수호,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,전세,20000,0,빌라,45/36m,1/7층,북동향
565,다가구,"전세1억 8,700","단독/다가구33/33m², 1/3층, 남서향",월드공인중개사사무소,서울시 광진구 구의동 587-73,37.5360339943563,127.091776191314,전세,18700,0,단독/다가구,33/33m,1/3층,남서향
566,집주인일반원룸,"월세5,000/30","원룸31/21m², 6/6층, 서향",OK부동산(02-444-4985)공인중개사무소,서울시 광진구 구의동 78-3,37.5494799978008,127.089861978926,월세,5000,30,원룸,31/21m,6/6층,서향
567,집주인다가구,"월세1억 5,000/50","단독/다가구-/47m², 5/5층, 동향",으뜸공인중개사사무소,서울시 광진구 구의동 78-3,37.5494799978008,127.089861978926,월세,15000,50,단독/다가구,-/47m,5/5층,동향
568,집주인다가구,"월세1억 5,000/50","단독/다가구47/47m², 5/5층, 동향",제일공인중개사사무소,서울시 광진구 구의동 650-12,37.5420725420573,127.081520945535,월세,15000,50,단독/다가구,47/47m,5/5층,동향
569,집주인다가구,"전세1억 7,500","단독/다가구40/40m², 중/3층, 남향",고려공인중개사사무소,서울시 광진구 구의동 224-46,37.5420206026368,127.090250192436,전세,17500,0,단독/다가구,40/40m,중/3층,남향
570,단독,"전세1억 1,000","단독/다가구-/39m², B1/2층, 남동향",하버드공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,전세,11000,0,단독/다가구,-/39m,B1/2층,남동향
571,다가구,"전세8,000","단독/다가구-/16m², 3/4층, 남동향",하버드공인중개사사무소,서울시 광진구 구의동 33-86,37.5514193462949,127.093523117019,전세,8000,0,단독/다가구,-/16m,3/4층,남동향
572,단독,"월세1,500/40","단독/다가구-/39m², B1/2층, 남동향",하버드공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,1500,40,단독/다가구,-/39m,B1/2층,남동향
573,다가구,"월세1,000/40","단독/다가구-/23m², 1/4층, 남동향",하버드공인중개사사무소,서울시 광진구 구의동 21-15,37.5536268023777,127.096421231209,월세,1000,40,단독/다가구,-/23m,1/4층,남동향
574,다가구,"전세6,000","단독/다가구97/22m², B1/4층, 북동향",알파부동산공인중개사사무소,서울시 광진구 구의동 653-1,37.542246134907,127.08234296748,전세,6000,0,단독/다가구,97/22m,B1/4층,북동향
575,빌라,"월세1억 9,000/23","빌라-/41m², 중/5층, 남서향",축복 공인중개사 사무소,서울시 광진구 구의동 67-18,37.5456704451152,127.087273430556,월세,19000,23,빌라,-/41m,중/5층,남서향
576,다가구,"월세9,000/45","단독/다가구-/19m², 3/5층, 북동향",하버드공인중개사사무소,서울시 광진구 구의동 223-23,37.5412518018711,127.090809028006,월세,9000,45,단독/다가구,-/19m,3/5층,북동향
577,단독,"월세1,000/85","단독/다가구39/28m², 2/5층, 북동향",이화공인중개사사무소,서울시 광진구 구의동 223-23,37.5412518018711,127.090809028006,월세,1000,85,단독/다가구,39/28m,2/5층,북동향
578,단독,"전세1억 9,000","단독/다가구42/39m², 2/4층, 남동향",황금부동산공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,전세,19000,0,단독/다가구,42/39m,2/4층,남동향
579,다가구,"월세5,000/80","단독/다가구98/49m², 중/4층, 남동향",축복 공인중개사 사무소,서울시 광진구 구의동 72-36,37.5484848726371,127.090651113234,월세,5000,80,단독/다가구,98/49m,중/4층,남동향
580,단독,"전세1억 5,000","단독/다가구-/36m², 1/2층, 남동향",하버드공인중개사사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,전세,15000,0,단독/다가구,-/36m,1/2층,남동향
581,기타,"월세2,000/130","빌라42/32m², 저/7층, 동향",ON부동산공인중개사사무소,서울시 광진구 구의동 70-18,37.5474571394331,127.088585807595,월세,2000,130,빌라,42/32m,저/7층,동향
582,빌라,전세2억,"빌라45/36m², 1/7층, 북동향",주식회사 부동산중개법인수호,서울시 광진구 구의동 224-35,37.5422891867714,127.090842648086,전세,20000,0,빌라,45/36m,1/7층,북동향
583,빌라,"전세1억 9,500","빌라35/35m², 1/4층, 남향",홈타운공인중개사사무소,서울시 광진구 구의동 220-60,37.5398744472286,127.089862217455,전세,19500,0,빌라,35/35m,1/4층,남향
584,기타,"월세2,000/130","빌라42/32m², 저/7층, 동향",ON부동산공인중개사사무소,서울시 광진구 구의동 70-18,37.5474571394331,127.088585807595,월세,2000,130,빌라,42/32m,저/7층,동향
585,다가구,"전세2억 5,000","단독/다가구42/42m², 3/5층, 동향",구의역공인중개사사무소,서울시 광진구 구의동 221-68,37.5400067687869,127.088717298445,전세,25000,0,단독/다가구,42/42m,3/5층,동향
586,단독,"월세3,000/70","단독/다가구49/49m², 고/2층, 남향",재테크공인중개사 사무소,서울시 광진구 구의동,37.5502741239801,127.093135225891,월세,3000,70,단독/다가구,49/49m,고/2층,남향
591,빌라,"월세3,000/138","빌라-/29m², 고/6층, 남동향",ON부동산공인중개사사무소,서울시 광진구 구의동 57-46,37.5507084871927,127.091996070029,월세,3000,138,빌라,-/29m,고/6층,남동향
592,일반원룸,"월세6,000/35","원룸19/19m², 고/8층, 서향",황금부동산공인중개사사무소,서울시 광진구 구의동 236-48,37.5433330450144,127.08483968354,월세,6000,35,원룸,19/19m,고/8층,서향
593,다가구,월세500/35,"단독/다가구26/23m², B1/3층, 동향",제일공인중개사사무소,서울시 광진구 구의동 651-6,37.5423866032702,127.081820805026,월세,500,35,단독/다가구,26/23m,B1/3층,동향
594,일반원룸,월세400/40,"원룸19/19m², B1/2층, 동향",황금부동산공인중개사사무소,서울시 광진구 구의동 639-6,37.5437469634501,127.082164813833,월세,400,40,원룸,19/19m,B1/2층,동향
596,빌라,"월세1억 4,700/5","빌라33/18m², 2/4층, 북동향",그랜드공인중개사사무소,서울시 광진구 구의동 37-1,37.5507073830592,127.096978887492,월세,14700,5,빌라,33/18m,2/4층,북동향
597,오피스텔,"월세3,000/55","원룸44/22m², 6/7층, 남향",열린공인중개사사무소,서울시 광진구 구의동 246-68,37.5376115553477,127.085535726734,월세,3000,55,원룸,44/22m,6/7층,남향
598,빌라,"월세5,000/67","빌라21/15m², 중/5층, 남향",황금부동산공인중개사사무소,서울시 광진구 구의동 232-75,37.5441235777636,127.087438872172,월세,5000,67,빌라,21/15m,중/5층,남향
599,다가구,"월세2,000/70","단독/다가구28/19m², 3/5층, 남서향",소망공인중개사사무소,서울시 광진구 구의동 240-29,37.5415305966479,127.088400580316,월세,2000,70,단독/다가구,28/19m,3/5층,남서향
600,일반원룸,"월세1,000/60","원룸24/24m², B1/4층, 북서향",삼성공인중개사사무소,서울시 광진구 구의동 222-34,37.5405687875532,127.089347761879,월세,1000,60,원룸,24/24m,B1/4층,북서향
