id,listing,rental_condition,details,agency,address,latitude,longitude,transaction_type,deposit,monthly_rent,housing_type,area_info,floor_info,direction
1,집주인일반원룸,"월세1,000/65","원룸21/13m², 4/5층, 남향",성우공인중개사사무소 유한회사,서울시 광진구 화양동 36-76,37.5441920532735,127.067529437935,월세,1000,65,원룸,21/13m,4/5층,남향
2,집주인신원리브웰 1동,"월세1억 5,000/40","오피스텔33C/20m², 2/11층, 동향",황소공인중개사사무소,서울시 광진구 화양동 36-76,37.5441920532735,127.067529437935,월세,15000,40,오피스텔,33C/20m,2/11층,동향
3,집주인일반원룸,월세500/65,"원룸16/10m², 4/5층, 북동향",시그니처공인중개사사무소,서울시 광진구 화양동 19-18,37.5467859712495,127.068568438791,월세,500,65,원룸,16/10m,4/5층,북동향
4,집주인빌라,"월세2,000/220","빌라64/38m², 3/10층, 남향",군자공인중개사사무소,서울시 광진구 화양동 20-29,37.5475303691164,127.068270035154,월세,2000,220,빌라,64/38m,3/10층,남향
5,집주인빌라,"월세5,000/170","빌라38/29m², 4/8층, 남동향",주식회사세움부동산중개법인,서울시 광진구 화양동 20-29,37.5475303691164,127.068270035154,월세,5000,170,빌라,38/29m,4/8층,남동향
6,집주인도시형생활주택,"월세5,000/34","원룸23/17m², 3/5층, 북서향",시그니처공인중개사사무소,서울시 광진구 화양동 9-32,37.5418751232913,127.069104245871,월세,5000,34,원룸,23/17m,3/5층,북서향
7,집주인다가구,"월세2,000/100","단독/다가구49/29m², 1/2층, 남동향",시그니처공인중개사사무소,서울시 광진구 화양동 32-10,37.5459809084204,127.068448205463,월세,2000,100,단독/다가구,49/29m,1/2층,남동향
8,집주인일반원룸,"월세6,000/40","원룸20/18m², 3/5층, 남동향",시그니처공인중개사사무소,서울시 광진구 화양동 45-17,37.5434558785739,127.066999094379,월세,6000,40,원룸,20/18m,3/5층,남동향
9,집주인도시형생활주택,"월세3,000/82","원룸42/32m², 5/5층, 남서향",시그니처공인중개사사무소,서울시 광진구 화양동 9-32,37.5418751232913,127.069104245871,월세,3000,82,원룸,42/32m,5/5층,남서향
10,단독,월세500/60,"단독/다가구19/19m², 1/2층, 북향",당근부동산공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,월세,500,60,단독/다가구,19/19m,1/2층,북향
11,집주인빌라,"월세2,000/220","빌라36/29m², 고/10층, 북동향",태양공인중개사사무소,서울시 광진구 화양동 20-29,37.5475303691164,127.068270035154,월세,2000,220,빌라,36/29m,고/10층,북동향
12,집주인빌라,"월세5,000/170","빌라40/29m², 중/8층, 남향",ON부동산공인중개사사무소,서울시 광진구 화양동 132-29,37.5466922834487,127.07068048624,월세,5000,170,빌라,40/29m,중/8층,남향
13,일반원룸,월세500/65,"원룸15/9m², 4/5층, 남향",당근부동산공인중개사사무소,서울시 광진구 화양동 132-29,37.5466922834487,127.07068048624,월세,500,65,원룸,15/9m,4/5층,남향
14,단독,월세500/65,"단독/다가구15/10m², 6/7층, 북서향",당근부동산공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,월세,500,65,단독/다가구,15/10m,6/7층,북서향
15,집주인다가구,월세500/52,"단독/다가구19/19m², 2/2층, 남서향",당근부동산공인중개사사무소,서울시 광진구 화양동 47-39,37.5428790631268,127.068405878691,월세,500,52,단독/다가구,19/19m,2/2층,남서향
16,집주인단독,"월세1,000/65","단독/다가구20/15m², 3/3층, 남동향",시그니처공인중개사사무소,서울시 광진구 화양동 44-76,37.5435165096663,127.066371815647,월세,1000,65,단독/다가구,20/15m,3/3층,남동향
17,집주인다가구,"월세1,000/135","단독/다가구49/49m², 1/3층, 남동향",당근부동산공인중개사사무소,서울시 광진구 화양동 31-59,37.5452898809962,127.067441259718,월세,1000,135,단독/다가구,49/49m,1/3층,남동향
18,집주인일반원룸,전세1억,"원룸20/17m², 3/7층, 북동향",시그니처공인중개사사무소,서울시 광진구 화양동 20-23,37.5468223174712,127.068195156263,전세,10000,0,원룸,20/17m,3/7층,북동향
19,집주인일반원룸,"월세5,000/40","원룸20/17m², 4/7층, 남동향",시그니처공인중개사사무소,서울시 광진구 화양동 20-23,37.5468223174712,127.068195156263,월세,5000,40,원룸,20/17m,4/7층,남동향
20,집주인빌라,"월세5,000/170","빌라-/29m², 4/8층, 서향",모던공인중개사사무소,서울시 광진구 화양동 132-29,37.5466922834487,127.07068048624,월세,5000,170,빌라,-/29m,4/8층,서향
21,집주인일반원룸,"월세1,000/70","원룸28/23m², 3/4층, 동향",봄날공인중개사사무소,서울시 광진구 화양동 44-76,37.5435165096663,127.066371815647,월세,1000,70,원룸,28/23m,3/4층,동향
22,일반원룸,월세500/65,"원룸-/23m², 3/3층, 남향",트레비앙부동산공인중개사사무소,서울시 광진구 화양동 72,37.5456621338586,127.071639890163,월세,500,65,원룸,-/23m,3/3층,남향
23,집주인일반원룸,"월세1,000/70","원룸-/23m², 2/5층, 북동향",공명부동산공인중개사사무소,서울시 광진구 화양동 72,37.5456621338586,127.071639890163,월세,1000,70,원룸,-/23m,2/5층,북동향
24,집주인다가구,"월세1,000/70","단독/다가구33/30m², 저/3층, 동향",현대부동산공인중개사사무소,서울시 광진구 화양동 37-35,37.5449846363806,127.067100606916,월세,1000,70,단독/다가구,33/30m,저/3층,동향
25,집주인다가구,"월세3,000/141","단독/다가구101/46m², 2/3층, 남동향",시그니처공인중개사사무소,서울시 광진구 화양동 17-13,37.547246837023,127.069637779159,월세,3000,141,단독/다가구,101/46m,2/3층,남동향
26,집주인다가구,월세500/60,"단독/다가구-/19m², 3/4층, 동향",으뜸공인중개사사무소,서울시 광진구 화양동 47-76,37.5416201025995,127.06792711203,월세,500,60,단독/다가구,-/19m,3/4층,동향
27,일반원룸,"월세5,000/25","원룸19/17m², 2/7층, 남향",시그니처공인중개사사무소,서울시 광진구 화양동 47-76,37.5416201025995,127.06792711203,월세,5000,25,원룸,19/17m,2/7층,남향
28,일반원룸,전세1억,"원룸-/16m², 4/7층, 북동향",하루공인중개사사무소,서울시 광진구 화양동 20-23,37.5468223174712,127.068195156263,전세,10000,0,원룸,-/16m,4/7층,북동향
29,일반원룸,월세500/55,"원룸23/23m², B1/3층, 북서향",건대모두공인중개사사무소,서울시 광진구 화양동 31-2,37.5463995573265,127.067430717125,월세,500,55,원룸,23/23m,B1/3층,북서향
30,일반원룸,"월세1,000/70","원룸22/22m², 1/3층, 북서향",건대모두공인중개사사무소,서울시 광진구 화양동 44-65,37.5428405835635,127.06539639231,월세,1000,70,원룸,22/22m,1/3층,북서향
31,일반원룸,"월세1,000/55","원룸-/20m², 4/7층, 북향",대박부동산공인중개사사무소,서울시 광진구 화양동 19-41,37.5467650607049,127.068890699917,월세,1000,55,원룸,-/20m,4/7층,북향
32,일반원룸,"월세5,000/40","원룸-/16m², 4/7층, 남동향",하루공인중개사사무소,서울시 광진구 화양동 20-23,37.5468223174712,127.068195156263,월세,5000,40,원룸,-/16m,4/7층,남동향
33,오피스텔,"월세2,000/220","원룸50/38m², 저/10층, 북동향",큰부자공인중개사사무소,서울시 광진구 화양동 20-29,37.5475303691164,127.068270035154,월세,2000,220,원룸,50/38m,저/10층,북동향
34,일반원룸,"월세5,000/35","원룸20/18m², 6/7층, 남향",시그니처공인중개사사무소,서울시 광진구 화양동 100,37.5459680093815,127.072694145834,월세,5000,35,원룸,20/18m,6/7층,남향
35,일반원룸,월세300/38,"원룸18/18m², B1/2층, 남동향",건대모두공인중개사사무소,서울시 광진구 화양동 36-23,37.5441390660949,127.067228394537,월세,300,38,원룸,18/18m,B1/2층,남동향
36,오피스텔,"월세2,000/90","원룸17/12m², 3/18층, 북향",당근부동산공인중개사사무소,서울시 광진구 화양동 23-5,37.5475729396468,127.067568020453,월세,2000,90,원룸,17/12m,3/18층,북향
38,일반원룸,"월세6,000/25","원룸20/20m², 4/5층, 남서향",건대모두공인중개사사무소,서울시 광진구 화양동 37-90,37.5439248683203,127.066165328649,월세,6000,25,원룸,20/20m,4/5층,남서향
39,도시형생활주택,"월세2,000/220","원룸38/29m², 고/10층, 북동향",큰부자공인중개사사무소,서울시 광진구 화양동 20-29,37.5475303691164,127.068270035154,월세,2000,220,원룸,38/29m,고/10층,북동향
40,일반원룸,월세500/35,"원룸17/17m², B1/3층, 남동향",건대모두공인중개사사무소,서울시 광진구 화양동 45-46,37.5427976094966,127.066358957684,월세,500,35,원룸,17/17m,B1/3층,남동향
41,일반원룸,"월세2,000/110","원룸-/49m², 고/7층, 남동향",대박부동산공인중개사사무소,서울시 광진구 화양동 17-14,37.5472072105276,127.069760861331,월세,2000,110,원룸,-/49m,고/7층,남동향
42,일반원룸,"월세6,000/40","원룸19/19m², 3/5층, 남향",건대123부동산공인중개사사무소,서울시 광진구 화양동 45-17,37.5434558785739,127.066999094379,월세,6000,40,원룸,19/19m,3/5층,남향
43,오피스텔,"월세8,680/10","원룸21/12m², 2/8층, 동향",수공인중개사사무소,서울시 광진구 화양동 17-20,37.5470143473338,127.069844533596,월세,8680,10,원룸,21/12m,2/8층,동향
44,단독,월세500/80,"단독/다가구26/26m², 1/2층, 북향",건대123부동산공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,월세,500,80,단독/다가구,26/26m,1/2층,북향
45,광진코지웰 1동,"전세1억 5,000","오피스텔28OF/18m², 12/14층, 북향",참좋은공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,전세,15000,0,오피스텔,28OF/18m,12/14층,북향
49,일반원룸,월세500/60,"원룸26/26m², 1/2층, 남향",건대123부동산공인중개사사무소,서울시 광진구 화양동 16-6,37.5460198357477,127.070130124515,월세,500,60,원룸,26/26m,1/2층,남향
50,일반원룸,"월세1,000/80","원룸-/20m², 중/9층, 북향",두리공인중개사사무소,서울시 광진구 화양동 17-17,37.5469734981993,127.070053842453,월세,1000,80,원룸,-/20m,중/9층,북향
51,다가구,"월세2,000/70","단독/다가구37/37m², 1/2층, 남서향",건대모두공인중개사사무소,서울시 광진구 화양동 17-17,37.5469734981993,127.070053842453,월세,2000,70,단독/다가구,37/37m,1/2층,남서향
52,단독,"월세3,000/80","단독/다가구36/33m², 2/3층, 북향",원공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,월세,3000,80,단독/다가구,36/33m,2/3층,북향
53,단독,"월세5,000/45","단독/다가구26/26m², 3/3층, 남향",건대123부동산공인중개사사무소,서울시 광진구 화양동,37.5464762611363,127.071367614735,월세,5000,45,단독/다가구,26/26m,3/3층,남향
54,다가구,"전세1억 3,000","단독/다가구23/19m², 2/5층, 북향",당근부동산공인중개사사무소,서울시 광진구 화양동 35-60,37.5446010518865,127.068251974448,전세,13000,0,단독/다가구,23/19m,2/5층,북향
55,현장다가구,월세1억/70,"단독/다가구35/35m², 5/5층, 북서향",현대부동산공인중개사사무소,서울시 광진구 자양동 621-10,37.5348672006779,127.080004802738,월세,10000,70,단독/다가구,35/35m,5/5층,북서향
57,집주인상가주택,"월세1,000/60","상가주택35/30m², 3/4층, 서향",부동산신화공인중개사사무소,서울시 광진구 자양동 648-24,37.5295573912659,127.080447595103,월세,1000,60,상가주택,35/30m,3/4층,서향
58,집주인빌라,"전세1억 8,000","빌라47/39m², 1/4층, 동향",영진부동산공인중개사사무소,서울시 광진구 자양동 593-15,37.5297572813449,127.076580646132,전세,18000,0,빌라,47/39m,1/4층,동향
59,집주인단독,"전세1억 2,000","단독/다가구19/19m², 2/2층, 동향",뉴엘리트부동산공인중개사사무소,서울시 광진구 자양동 227-290,37.5364299982565,127.075469261281,전세,12000,0,단독/다가구,19/19m,2/2층,동향
60,집주인빌라,"월세5,000/150","빌라39/29m², 중/6층, 북서향",태양공인중개사사무소,서울시 광진구 자양동 612-47,37.5354032141644,127.080786741139,월세,5000,150,빌라,39/29m,중/6층,북서향
61,집주인빌라,"전세2억 8,000","빌라49/40m², 2/5층, 남동향",삼성공인중개사사무소,서울시 광진구 자양동 620-1,37.5337054885961,127.079011319835,전세,28000,0,빌라,49/40m,2/5층,남동향
62,집주인일반원룸,월세500/45,"원룸-/32m², 1/2층, 북동향",늘온공인중개사사무소,서울시 광진구 자양동 47-44,37.5351198378086,127.065696831961,월세,500,45,원룸,-/32m,1/2층,북동향
64,집주인빌라,"월세1억 5,000/60","빌라40/21m², 중/6층, 남서향",동산이형공인중개사사무소,서울시 광진구 자양동 687-13,37.5321552034742,127.088808124682,월세,15000,60,빌라,40/21m,중/6층,남서향
66,집주인다가구,월세2억/10,"단독/다가구-/36m², 2/3층, 남향",으뜸공인중개사사무소,서울시 광진구 자양동 229-2,37.5358522357765,127.078706738961,월세,20000,10,단독/다가구,-/36m,2/3층,남향
67,집주인단독,"월세1억 3,000/40","단독/다가구-/40m², 1/2층, 동향",황소공인중개사사무소,서울시 광진구 자양동,37.5311077958687,127.073018338792,월세,13000,40,단독/다가구,-/40m,1/2층,동향
68,집주인일반원룸,"월세5,000/25","원룸36/33m², B1/3층, 서향",엘리트공인중개사사무소,서울시 광진구 자양동 772-11,37.5386888055939,127.079050069537,월세,5000,25,원룸,36/33m,B1/3층,서향
69,집주인단독,"월세1,000/53","단독/다가구25/22m², 저/5층, 북동향",우리공인중개사사무소,서울시 광진구 자양동 648-27,37.5294218331753,127.080912769646,월세,1000,53,단독/다가구,25/22m,저/5층,북동향
70,집주인다가구,"월세1,000/60","단독/다가구29/29m², 1/5층, 서향",골드부동산공인중개사사무소,서울시 광진구 자양동 227-108,37.5375271287369,127.076198123616,월세,1000,60,단독/다가구,29/29m,1/5층,서향
71,집주인일반원룸,"월세1억 2,000/30","원룸39/38m², 3/4층, 북향",통영공인중개사사무소,서울시 광진구 자양동 646-19,37.529227749702,127.082486928611,월세,12000,30,원룸,39/38m,3/4층,북향
72,집주인일반원룸,월세300/30,"원룸19/19m², B1/2층, 동향",영신공인중개사사무소,서울시 광진구 자양동 796-5,37.5371674731931,127.078228836117,월세,300,30,원룸,19/19m,B1/2층,동향
73,집주인빌라,"월세5,000/130","빌라37/28m², 3/6층, 남향",바른공인중개사사무소,서울시 광진구 자양동 54-23,37.5348918487928,127.064122822988,월세,5000,130,빌라,37/28m,3/6층,남향
74,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 54-23,37.5348918487928,127.064122822988,전세,30000,0,빌라,37/28m,3/6층,남향
75,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
76,집주인다가구,"월세1억 2,000/30","단독/다가구39/38m², 3/4층, 동향",통영공인중개사사무소,서울시 광진구 자양동 646-19,37.529227749702,127.082486928611,월세,12000,30,단독/다가구,39/38m,3/4층,동향
77,집주인단독,"월세2,000/60","단독/다가구-/39m², 2/3층, 남서향",늘온공인중개사사무소,서울시 광진구 자양동 661-13,37.5320744787346,127.083234964246,월세,2000,60,단독/다가구,-/39m,2/3층,남서향
78,집주인다가구,"전세1억 5,000","단독/다가구49/49m², 3/3층, 남향",일타행정사.공인중개사사무소,서울시 광진구 자양동 553-55,37.5320197404108,127.070276990753,전세,15000,0,단독/다가구,49/49m,3/3층,남향
79,집주인빌라,"월세1억 5,000/60","빌라40/21m², 중/6층, 남서향",동산이형공인중개사사무소,서울시 광진구 자양동 687-13,37.5321552034742,127.088808124682,월세,15000,60,빌라,40/21m,중/6층,남서향
80,집주인빌라,전세3억,"빌라37/28m², 중/5층, 남향",주식회사부동산중개법인수호,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/5층,남향
81,집주인빌라,전세2억,"빌라19/15m², 5/5층, 남향",성동부동산공인중개사,서울시 광진구 자양동 46-33,37.5352864357348,127.065529413524,전세,20000,0,빌라,19/15m,5/5층,남향
82,집주인다세대(850-2) 1동,"전세1억 7,000","다세대26/21m², 3/4층, 남향",길공인중개사사무소,"서울시 광진구 자양동 850-2
서울시 광진구 능동로9길 37",37.5378645626077,127.067442039448,전세,17000,0,다세대,26/21m,3/4층,남향
83,집주인빌라,"월세2,000/50","빌라22/18m², 2/4층, 북향",으뜸공인중개사사무소,서울시 광진구 자양동 649-4,37.5303112476964,127.081122804512,월세,2000,50,빌라,22/18m,2/4층,북향
84,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
85,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
86,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
88,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
89,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
90,집주인빌라,"월세2억 5,400/7","빌라34/28m², 3/6층, 서향",자양공인중개사 사무소,서울시 광진구 자양동 227-279,37.5358359484662,127.075500908574,월세,25400,7,빌라,34/28m,3/6층,서향
91,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
92,집주인단독,월세500/40,"단독/다가구-/14m², 4/4층, 서향",으뜸공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,월세,500,40,단독/다가구,-/14m,4/4층,서향
93,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
94,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
95,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
96,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
97,집주인상가주택,월세500/40,"상가주택15/14m², 5/5층, 북서향",에덴부동산중개인사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,월세,500,40,상가주택,15/14m,5/5층,북서향
98,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
99,집주인다가구,"월세1,000/80","단독/다가구-/29m², 2/4층, 남향",으뜸공인중개사사무소,서울시 광진구 자양동 606-42,37.5316832653538,127.078901706016,월세,1000,80,단독/다가구,-/29m,2/4층,남향
100,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
101,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
102,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
103,집주인단독,"월세1,000/50","단독/다가구-/30m², 1/2층, 남향",노유공인중개사사무소,서울시 광진구 자양동,37.5311077958687,127.073018338792,월세,1000,50,단독/다가구,-/30m,1/2층,남향
104,집주인일반원룸,"월세1,000/56","원룸23/21m², 4/5층, 북동향",뉴엘리트부동산공인중개사사무소,서울시 광진구 자양동 799-9,37.5367155543995,127.077097932159,월세,1000,56,원룸,23/21m,4/5층,북동향
105,집주인빌라,"전세3억 3,000","빌라-/32m², 6/6층, 남서향",한강롯데부동산공인중개사사무소,서울시 광진구 자양동 52-200,37.5362164408014,127.063397684077,전세,33000,0,빌라,-/32m,6/6층,남서향
106,집주인빌라,전세3억,"빌라37/28m², 3/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,3/6층,남향
107,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",모아이공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
108,집주인다가구,"월세1,000/65","단독/다가구40/35m², 2/3층, 북서향",롯데캐슬부동산중개,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,월세,1000,65,단독/다가구,40/35m,2/3층,북서향
109,집주인빌라,전세3억,"빌라27/22m², 3/6층, 남동향",주식회사부동산중개법인수호,서울시 광진구 자양동 687-5,37.5320337902123,127.088632730058,전세,30000,0,빌라,27/22m,3/6층,남동향
110,집주인단독,"월세1,000/40","단독/다가구44/35m², B1/2층, 서향",통영공인중개사사무소,서울시 광진구 자양동,37.5311077958687,127.073018338792,월세,1000,40,단독/다가구,44/35m,B1/2층,서향
111,집주인다가구,"전세7,000","단독/다가구-/16m², 고/4층, 남향",FM공인중개사사무소,서울시 광진구 자양동,37.5311077958687,127.073018338792,전세,7000,0,단독/다가구,-/16m,고/4층,남향
112,집주인빌라,"전세1억 2,800","빌라22/17m², 2/5층, 남동향",늘온공인중개사사무소,서울시 광진구 자양동 622-28,37.5344146412862,127.080911148718,전세,12800,0,빌라,22/17m,2/5층,남동향
113,집주인빌라,"월세1억 5,000/60","빌라37/21m², 중/6층, 남서향",동산이형공인중개사사무소,서울시 광진구 자양동 687-13,37.5321552034742,127.088808124682,월세,15000,60,빌라,37/21m,중/6층,남서향
114,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
115,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
116,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
117,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
118,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
120,집주인상가주택,월세500/45,"상가주택16/16m², 3/4층, 남서향",주식회사 삼정부동산중개법인,서울시 광진구 자양동 206-6,37.5352221708955,127.060858823749,월세,500,45,상가주택,16/16m,3/4층,남서향
121,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",모아이공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남서향
122,집주인일반원룸,월세500/45,"원룸17/17m², 고/2층, 북동향",바른공인중개사사무소,서울시 광진구 자양동 40-26,37.5379277174649,127.064053008543,월세,500,45,원룸,17/17m,고/2층,북동향
123,집주인일반원룸,"월세3,000/52","원룸23/19m², 6/6층, 남향",골드부동산공인중개사사무소,서울시 광진구 자양동 798-8,37.5371028197767,127.07734985354,월세,3000,52,원룸,23/19m,6/6층,남향
125,집주인다가구,"월세1,000/65","단독/다가구53/15m², 고/2층, 동향",바른공인중개사사무소,서울시 광진구 자양동 53-16,37.5352197821345,127.064179675153,월세,1000,65,단독/다가구,53/15m,고/2층,동향
126,집주인다가구,"월세7,000/70","단독/다가구-/47m², 3/3층, 남향",으뜸공인중개사사무소,서울시 광진구 자양동 628-7,37.5340230085651,127.083581643926,월세,7000,70,단독/다가구,-/47m,3/3층,남향
127,집주인다가구,월세500/36,"단독/다가구22/22m², B1/2층, 남동향",대하공인중개사사무소,서울시 광진구 자양동 91-20,37.5324271568859,127.064790719291,월세,500,36,단독/다가구,22/22m,B1/2층,남동향
128,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남동향",VIP부동산공인중개사사무소,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/6층,남동향
129,집주인단독,"월세2,000/70","단독/다가구26/26m², 1/2층, 서향",대하공인중개사사무소,서울시 광진구 자양동,37.5311077958687,127.073018338792,월세,2000,70,단독/다가구,26/26m,1/2층,서향
130,집주인다가구,"전세2억 4,000","단독/다가구41/41m², 2/2층, 남동향",대하공인중개사사무소,서울시 광진구 자양동 91-20,37.5324271568859,127.064790719291,전세,24000,0,단독/다가구,41/41m,2/2층,남동향
131,집주인빌라,"월세5,000/115","빌라36/36m², 3/5층, 동향",미스터홈즈부동산공인중개사사무소구의자양센터,서울시 광진구 자양동 91-20,37.5324271568859,127.064790719291,월세,5000,115,빌라,36/36m,3/5층,동향
132,집주인빌라,전세3억,"빌라37/28m², 중/6층, 남서향",주식회사부동산중개법인수호,서울시 광진구 자양동 91-20,37.5324271568859,127.064790719291,전세,30000,0,빌라,37/28m,중/6층,남서향
133,집주인빌라,전세3억,"빌라37/28m², 중/5층, 남향",주식회사부동산중개법인수호,서울시 광진구 자양동 197-19,37.5357514922837,127.062783486604,전세,30000,0,빌라,37/28m,중/5층,남향
134,집주인다가구,"월세1억 2,000/60","단독/다가구39/39m², 3/4층, 남향",금탑공인중개사사무소,서울시 광진구 자양동 774-35,37.5378714543821,127.079800274903,월세,12000,60,단독/다가구,39/39m,3/4층,남향
135,집주인빌라,전세3억,"빌라27/22m², 3/6층, 남동향",주식회사부동산중개법인수호,서울시 광진구 자양동 774-35,37.5378714543821,127.079800274903,전세,30000,0,빌라,27/22m,3/6층,남동향
136,집주인빌라,"전세1억 1,000","빌라41/35m², B1/4층, 동향",부동산뉴스공인중개사,서울시 광진구 자양동 649-14,37.5302505897046,127.080890132747,전세,11000,0,빌라,41/35m,B1/4층,동향
137,집주인빌라,"전세2억 7,000","빌라33/25m², 고/5층, 동향",잘하는부동산공인중개사사무소,서울시 광진구 자양동 842-7,37.5384799761615,127.065140717104,전세,27000,0,빌라,33/25m,고/5층,동향
138,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남서향",주식회사부동산중개법인수호,서울시 광진구 자양동 842-7,37.5384799761615,127.065140717104,전세,31500,0,빌라,49/37m,5/6층,남서향
139,집주인다가구,월세1억/40,"단독/다가구29/29m², 3/4층, 남향",금탑공인중개사사무소,서울시 광진구 자양동 774-35,37.5378714543821,127.079800274903,월세,10000,40,단독/다가구,29/29m,3/4층,남향
140,집주인빌라,"전세3억 1,500","빌라49/37m², 5/6층, 남향",바이킹공인중개사사무소,서울시 광진구 자양동 651-37,37.530431151501,127.082193422667,전세,31500,0,빌라,49/37m,5/6층,남향
